Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
2013-03-31 12:00:00,983.26,-0.81,273.67,-2.87,85.8,5.76,4.94,0.82,3.13,5.02,1255.28,3.09,5.21,17.1
2013-04-01 12:00:00,984.22,0.28,274.69,-5.67,64.15,6.23,4.0,2.23,2.53,4.06,1251.96,3.11,5.93,17.22
2013-04-02 12:00:00,985.94,0.52,274.79,-4.88,66.94,6.34,4.25,2.1,2.68,4.31,1252.93,4.86,6.89,44.01
2013-04-03 12:00:00,989.88,-0.38,273.57,-3.82,77.5,5.94,4.6,1.34,2.9,4.65,1261.95,5.96,8.75,34.06
2013-04-04 12:00:00,986.68,0.11,274.32,-2.88,80.2,6.16,4.94,1.22,3.12,5.0,1255.43,3.73,5.53,33.35
2013-04-05 12:00:00,982.53,0.76,275.31,-1.65,83.8,6.46,5.41,1.05,3.43,5.51,1246.92,4.38,6.09,38.4
2013-04-06 12:00:00,991.19,1.04,274.89,-1.2,84.9,6.59,5.59,0.99,3.52,5.64,1256.59,2.38,5.69,25.83
2013-04-07 12:00:00,994.34,4.39,278.0,-4.05,54.05,8.36,4.52,3.84,2.83,4.55,1245.87,2.44,4.28,353.0
2013-04-08 12:00:00,983.11,6.64,281.16,-6.76,37.6,9.78,3.68,6.1,2.33,3.74,1222.29,2.62,4.04,60.59
2013-04-09 12:00:00,977.28,8.46,283.48,2.53,66.18,11.08,7.33,3.75,4.68,7.5,1205.46,3.32,4.89,180.0
2013-04-10 12:00:00,979.19,9.34,284.2,5.53,77.0,11.76,9.06,2.7,5.77,9.25,1203.25,3.15,5.15,199.1
2013-04-11 12:00:00,975.87,12.87,288.04,7.75,71.0,14.87,10.56,4.31,6.76,10.82,1183.67,5.59,7.97,206.4
2013-04-12 12:00:00,978.87,9.71,284.6,6.25,79.0,12.06,9.52,2.53,6.07,9.73,1201.07,2.74,6.57,236.8
2013-04-13 12:00:00,990.6,10.92,284.85,5.32,68.28,13.07,8.93,4.15,5.62,9.01,1210.61,5.02,8.21,230.4
2013-04-14 12:00:00,999.35,14.97,288.18,6.93,58.55,17.05,9.98,7.07,6.24,9.99,1203.69,3.33,5.4,235.7
2013-04-15 12:00:00,993.55,21.7,295.41,8.03,41.39,26.0,10.76,15.24,6.77,10.83,1169.02,4.48,6.89,177.0
2013-04-16 12:00:00,992.33,19.0,292.8,10.98,59.65,22.01,13.13,8.88,8.27,13.23,1177.3,2.51,3.92,143.2
2013-04-17 12:00:00,995.73,19.61,293.13,7.97,46.88,22.86,10.72,12.14,6.72,10.76,1179.98,3.23,5.44,208.2
2013-04-18 12:00:00,986.95,24.08,298.36,11.54,45.36,30.03,13.62,16.41,8.63,13.8,1150.65,6.05,9.65,209.8
2013-04-19 12:00:00,994.27,14.46,288.09,3.41,47.32,16.49,7.8,8.69,4.9,7.85,1200.67,2.06,4.68,336.8
2013-04-20 12:00:00,1001.37,8.47,281.52,0.35,56.49,11.09,6.26,4.82,3.9,6.25,1235.71,5.34,9.33,32.49
2013-04-21 12:00:00,992.03,13.13,286.95,5.04,57.85,15.13,8.75,6.38,5.5,8.82,1203.09,3.39,6.13,76.2
2013-04-22 12:00:00,989.33,13.66,287.7,6.31,61.06,15.66,9.56,6.1,6.03,9.66,1197.21,1.44,3.36,302.2
2013-04-23 12:00:00,992.85,16.27,290.02,1.82,37.6,18.53,6.97,11.56,4.38,7.02,1191.83,5.36,8.29,232.8
2013-04-24 12:00:00,999.03,17.53,290.77,7.84,52.91,20.07,10.62,9.45,6.64,10.63,1192.42,1.57,4.4,312.8
2013-04-25 12:00:00,997.31,22.06,295.45,9.43,44.51,26.58,11.83,14.75,7.41,11.86,1171.55,2.84,5.64,218.5
2013-04-26 12:00:00,981.97,23.62,298.33,7.31,35.07,29.21,10.24,18.97,6.51,10.43,1148.09,6.97,9.33,215.4
2013-04-27 12:00:00,981.73,5.64,280.27,4.35,91.4,9.13,8.34,0.78,5.3,8.5,1222.74,3.11,4.69,23.59
2013-04-28 12:00:00,990.38,7.82,281.76,2.5,68.97,10.61,7.32,3.29,4.61,7.39,1224.45,1.22,2.4,81.4
2013-04-29 12:00:00,990.29,10.6,284.55,5.68,71.5,12.8,9.15,3.65,5.77,9.24,1211.49,2.03,3.34,289.6
2013-04-30 12:00:00,994.9,9.63,283.2,3.65,66.18,11.99,7.94,4.06,4.98,7.98,1221.89,3.88,6.01,38.33
2013-05-01 12:00:00,996.9,10.4,283.81,6.59,77.2,12.63,9.75,2.88,6.11,9.78,1220.18,4.4,6.01,49.23
2013-05-02 12:00:00,993.51,11.4,285.09,7.79,78.4,13.5,10.58,2.92,6.65,10.65,1211.37,3.22,4.57,19.73
2013-05-03 12:00:00,990.91,12.63,286.54,7.08,68.89,14.64,10.08,4.55,6.35,10.18,1203.21,3.45,5.79,41.79
2013-05-04 12:00:00,991.54,13.04,286.9,9.7,80.1,15.04,12.04,2.99,7.59,12.15,1201.35,1.52,2.56,144.9
2013-05-05 12:00:00,997.05,18.14,291.55,9.29,56.21,20.85,11.72,9.13,7.35,11.76,1187.05,2.2,4.0,26.95
2013-05-06 12:00:00,993.07,19.45,293.19,10.13,54.8,22.63,12.4,10.23,7.81,12.49,1176.7,4.39,7.61,65.15
2013-05-07 12:00:00,989.17,14.85,288.91,13.35,90.7,16.91,15.34,1.57,9.7,15.51,1189.43,2.12,3.14,40.39
2013-05-08 12:00:00,987.05,21.55,295.81,11.31,52.09,25.76,13.42,12.34,8.5,13.6,1160.74,5.09,7.73,181.4
2013-05-09 12:00:00,987.08,20.0,294.25,13.22,64.96,23.42,15.21,8.21,9.64,15.41,1166.11,3.28,4.8,182.1
2013-05-10 12:00:00,987.29,16.1,290.32,7.49,56.57,18.33,10.37,7.96,6.56,10.5,1184.29,2.37,5.1,242.3
2013-05-11 12:00:00,988.63,13.33,287.43,8.94,74.7,15.33,11.45,3.88,7.23,11.58,1196.87,1.07,1.58,100.0
2013-05-12 12:00:00,986.45,8.69,282.95,6.55,86.4,11.25,9.72,1.53,6.15,9.86,1214.69,1.89,4.12,248.7
2013-05-13 12:00:00,988.73,10.4,284.48,5.94,73.8,12.63,9.32,3.31,5.88,9.43,1210.35,5.19,7.81,212.8
2013-05-14 12:00:00,984.75,16.07,290.5,5.83,50.56,18.29,9.25,9.04,5.86,9.39,1181.86,5.22,8.45,213.6
2013-05-15 12:00:00,975.14,24.14,299.45,8.11,35.9,30.14,10.82,19.32,6.93,11.1,1137.83,5.36,7.69,179.2
2013-05-16 12:00:00,971.51,19.89,295.48,13.96,68.66,23.26,15.97,7.29,10.29,16.44,1147.7,4.18,6.4,56.95
2013-05-17 12:00:00,971.8,21.38,296.96,12.58,57.24,25.5,14.59,10.9,9.39,15.02,1142.85,3.02,5.28,57.01
2013-05-18 12:00:00,982.7,13.18,287.77,10.24,82.3,15.18,12.49,2.69,7.94,12.71,1189.81,2.84,5.13,210.1
2013-05-19 12:00:00,981.24,15.09,289.82,11.37,78.4,17.18,13.47,3.71,8.58,13.72,1179.71,3.99,6.25,26.22
2013-05-20 12:00:00,983.98,13.55,288.04,7.45,66.52,15.55,10.34,5.21,6.56,10.51,1190.81,6.8,10.29,213.5
2013-05-21 12:00:00,984.48,14.05,288.5,6.85,61.81,16.06,9.93,6.13,6.3,10.08,1189.54,3.9,5.95,221.4
2013-05-22 12:00:00,980.35,8.78,283.54,7.22,89.9,11.32,10.18,1.14,6.48,10.38,1206.55,2.08,4.44,277.7
2013-05-23 12:00:00,980.43,10.78,285.55,1.65,53.13,12.95,6.88,6.07,4.38,7.02,1199.68,1.41,2.56,242.5
2013-05-24 12:00:00,984.83,7.94,282.33,2.38,67.8,10.69,7.25,3.44,4.59,7.36,1217.08,1.7,3.68,350.3
2013-05-25 12:00:00,984.1,12.82,287.29,5.58,61.33,14.82,9.09,5.73,5.77,9.24,1194.57,2.24,4.26,265.6
2013-05-26 12:00:00,977.75,8.23,283.21,7.28,93.7,10.91,10.22,0.69,6.53,10.45,1205.67,2.98,5.21,250.2
2013-05-27 12:00:00,981.77,9.32,283.97,7.87,90.6,11.74,10.64,1.1,6.77,10.84,1205.78,2.9,5.37,248.3
2013-05-28 12:00:00,978.55,16.81,291.77,8.21,56.82,19.17,10.89,8.28,6.95,11.13,1170.65,1.89,3.88,357.2
2013-05-29 12:00:00,973.06,14.31,289.72,10.51,77.9,16.33,12.72,3.61,8.17,13.08,1173.34,2.94,4.04,195.9
2013-05-30 12:00:00,980.63,11.43,286.19,8.31,81.1,13.52,10.97,2.56,6.99,11.18,1195.29,1.21,3.4,226.5
2013-05-31 12:00:00,975.07,13.11,288.34,12.49,96.0,15.11,14.5,0.6,9.3,14.87,1179.89,2.7,5.57,18.7
2013-06-01 12:00:00,982.36,12.99,287.61,12.45,96.5,14.99,14.46,0.52,9.21,14.72,1189.27,1.62,4.32,283.2
2013-06-02 12:00:00,990.67,8.92,282.84,6.22,83.1,11.43,9.5,1.93,5.99,9.59,1219.01,1.67,4.24,265.9
2013-06-03 12:00:00,996.14,12.96,286.44,6.32,63.98,14.96,9.57,5.39,6.0,9.61,1208.42,1.64,3.72,184.4
2013-06-04 12:00:00,993.86,15.21,288.88,9.5,68.67,17.31,11.89,5.42,7.47,11.96,1195.19,2.99,5.96,17.45
2013-06-05 12:00:00,994.01,16.84,290.5,3.4,40.6,19.21,7.8,11.41,4.9,7.85,1190.51,3.79,6.97,53.08
2013-06-06 12:00:00,994.89,19.07,292.66,10.4,57.14,22.1,12.63,9.47,7.93,12.7,1180.29,4.24,6.12,56.35
2013-06-07 12:00:00,994.37,21.43,295.07,13.02,58.71,25.58,15.02,10.56,9.45,15.1,1169.15,3.1,5.52,71.5
2013-06-08 12:00:00,990.18,22.32,296.32,13.27,56.55,27.0,15.27,11.73,9.65,15.42,1160.58,3.91,5.52,51.8
2013-06-09 12:00:00,983.53,16.75,291.29,14.77,88.1,19.1,16.83,2.27,10.71,17.11,1174.18,3.5,4.58,31.28
2013-06-10 12:00:00,984.71,12.53,286.95,11.2,91.6,14.54,13.32,1.22,8.46,13.53,1194.58,0.63,1.96,73.9
2013-06-11 12:00:00,990.09,19.67,293.67,10.78,56.44,22.95,12.95,10.0,8.18,13.08,1172.02,0.86,2.2,306.0
2013-06-12 12:00:00,993.04,22.55,296.3,8.15,39.61,27.38,10.85,16.54,6.82,10.92,1165.02,2.39,4.36,227.1
2013-06-13 12:00:00,989.44,23.77,297.83,14.89,57.52,29.48,16.95,12.52,10.73,17.14,1153.3,5.31,8.57,218.6
2013-06-14 12:00:00,994.26,17.46,291.1,8.07,53.99,19.98,10.79,9.19,6.78,10.85,1186.91,2.1,4.44,225.7
2013-06-15 12:00:00,987.14,20.14,294.39,10.92,55.33,23.62,13.07,10.55,8.28,13.24,1166.58,6.45,8.57,200.5
2013-06-16 12:00:00,990.4,19.93,293.9,9.04,49.41,23.32,11.52,11.8,7.27,11.63,1171.99,2.6,6.16,232.2
2013-06-17 12:00:00,989.99,23.39,297.4,13.23,52.84,28.81,15.22,13.59,9.62,15.38,1156.19,3.6,5.24,56.07
2013-06-18 12:00:00,989.6,27.22,301.28,19.36,62.23,36.17,22.51,13.66,14.27,22.75,1137.8,2.74,5.46,36.46
2013-06-19 12:00:00,987.3,31.77,306.05,19.65,48.76,47.0,22.92,24.08,14.56,23.21,1118.02,3.23,4.8,83.8
2013-06-20 12:00:00,985.06,28.78,303.24,21.55,65.04,39.61,25.76,13.85,16.43,26.15,1125.27,2.96,5.04,191.1
2013-06-21 12:00:00,987.47,20.99,295.21,11.52,54.65,24.89,13.6,11.29,8.61,13.78,1163.36,5.73,8.55,221.2
2013-06-22 12:00:00,989.45,21.87,295.93,10.91,49.72,26.27,13.06,13.21,8.25,13.2,1162.47,4.79,7.53,205.3
2013-06-23 12:00:00,986.28,20.14,294.46,10.61,54.2,23.62,12.8,10.82,8.11,12.98,1165.68,3.74,6.58,249.0
2013-06-24 12:00:00,991.65,17.56,291.42,8.51,55.3,20.11,11.12,8.99,7.0,11.21,1183.23,2.67,3.84,247.7
2013-06-25 12:00:00,995.37,12.49,286.03,10.25,86.2,14.5,12.5,2.0,7.85,12.56,1208.13,1.83,3.32,254.2
2013-06-26 12:00:00,998.75,12.85,286.11,5.35,60.25,14.85,8.95,5.9,5.59,8.96,1212.36,2.69,5.45,260.4
2013-06-27 12:00:00,995.78,16.19,289.7,8.28,59.38,18.43,10.95,7.49,6.87,10.99,1193.88,1.9,4.6,223.1
2013-06-28 12:00:00,993.02,15.57,289.31,9.36,66.45,17.72,11.77,5.94,7.41,11.85,1192.73,4.06,5.32,120.3
2013-06-29 12:00:00,988.81,14.52,288.61,12.07,85.2,16.56,14.11,2.45,8.92,14.27,1190.92,3.93,5.57,178.8
2013-06-30 12:00:00,996.51,14.27,287.72,5.65,56.08,16.29,9.14,7.16,5.72,9.17,1203.57,2.46,5.28,255.8
2013-07-01 12:00:00,990.83,22.47,296.41,11.83,50.97,27.25,13.89,13.36,8.77,14.02,1161.37,3.93,7.73,226.6
2013-07-02 12:00:00,988.85,22.46,296.57,13.0,55.06,27.23,14.99,12.24,9.49,15.16,1158.59,1.79,4.04,246.0
2013-07-03 12:00:00,983.71,23.18,297.74,14.65,58.68,28.45,16.69,11.75,10.62,16.97,1148.97,3.43,6.32,168.0
2013-07-04 12:00:00,993.85,22.37,296.05,15.27,64.17,27.08,17.38,9.7,10.95,17.49,1163.76,1.71,3.86,313.3
2013-07-05 12:00:00,1001.02,21.18,294.25,15.61,70.5,25.19,17.76,7.43,11.11,17.74,1176.79,1.51,2.8,281.2
2013-07-06 12:00:00,1003.47,21.05,293.92,14.59,66.56,24.99,16.63,8.36,10.37,16.57,1180.72,3.93,5.06,31.28
2013-07-07 12:00:00,1003.94,22.04,294.87,12.82,55.85,26.55,14.83,11.72,9.24,14.77,1178.12,3.65,5.24,35.34
2013-07-08 12:00:00,1003.47,22.54,295.41,12.61,53.43,27.37,14.62,12.74,9.11,14.57,1175.66,4.04,6.0,24.71
2013-07-09 12:00:00,997.9,24.53,297.87,14.15,52.41,30.85,16.17,14.68,10.14,16.2,1160.6,4.09,6.2,33.4
2013-07-10 12:00:00,991.07,23.97,297.89,13.62,52.34,29.83,15.61,14.22,9.86,15.76,1155.03,1.58,4.66,284.1
2013-07-11 12:00:00,992.61,18.01,291.79,8.58,53.99,20.69,11.17,9.52,7.03,11.25,1182.52,2.17,5.12,25.32
2013-07-12 12:00:00,994.07,20.11,293.77,8.84,48.23,23.58,11.37,12.21,7.15,11.44,1175.7,2.51,4.6,283.8
2013-07-13 12:00:00,994.39,20.17,293.8,10.82,54.86,23.67,12.98,10.68,8.16,13.06,1175.11,2.05,3.36,40.85
2013-07-14 12:00:00,994.71,22.28,295.89,11.68,51.04,26.94,13.75,13.19,8.64,13.82,1166.76,1.79,4.16,320.3
2013-07-15 12:00:00,995.75,20.44,293.96,10.5,52.83,24.07,12.71,11.35,7.98,12.77,1175.77,1.71,3.34,10.24
2013-07-16 12:00:00,996.77,23.17,296.6,11.0,46.22,28.43,13.14,15.29,8.24,13.18,1165.95,2.62,4.44,54.08
2013-07-17 12:00:00,996.47,24.21,297.67,12.24,47.13,30.27,14.26,16.0,8.95,14.31,1161.02,4.04,6.77,25.81
2013-07-18 12:00:00,996.89,24.54,297.97,15.36,56.62,30.87,17.48,13.39,10.98,17.53,1158.8,3.09,5.32,37.75
2013-07-19 12:00:00,995.2,24.52,298.09,13.81,51.27,30.83,15.81,15.02,9.94,15.88,1157.64,2.28,4.76,24.57
2013-07-20 12:00:00,995.57,19.5,293.03,14.58,73.2,22.7,16.62,6.08,10.45,16.69,1177.57,1.09,2.0,136.3
2013-07-21 12:00:00,995.12,26.08,299.66,11.99,41.48,33.83,14.03,19.79,8.82,14.1,1152.29,2.57,4.44,130.5
2013-07-22 12:00:00,991.15,28.49,302.42,13.64,40.15,38.95,15.64,23.31,9.87,15.78,1137.8,3.53,4.88,53.43
2013-07-23 12:00:00,987.83,29.44,303.66,12.03,34.2,41.15,14.07,27.07,8.91,14.25,1131.09,1.82,4.44,68.61
2013-07-24 12:00:00,987.13,29.18,303.46,13.03,37.08,40.53,15.03,25.5,9.53,15.23,1130.84,4.07,6.12,109.8
2013-07-25 12:00:00,990.44,23.83,297.81,17.64,68.31,29.58,20.21,9.37,12.79,20.4,1152.79,1.9,3.16,160.6
2013-07-26 12:00:00,988.63,30.1,304.25,14.98,39.9,42.73,17.05,25.68,10.8,17.25,1128.25,1.54,4.92,255.1
2013-07-27 12:00:00,983.95,32.41,306.99,16.42,38.38,48.72,18.7,30.02,11.91,19.01,1113.68,4.11,5.62,219.5
2013-07-28 12:00:00,984.72,27.94,302.43,17.81,54.13,37.72,20.42,17.3,13.0,20.74,1130.35,2.37,4.82,162.0
2013-07-29 12:00:00,988.52,21.64,295.78,16.98,74.8,25.91,19.38,6.53,12.28,19.6,1159.46,3.02,4.32,206.5
2013-07-30 12:00:00,991.68,22.08,295.95,12.68,55.2,26.61,14.69,11.92,9.27,14.81,1163.55,3.06,7.2,255.9
2013-07-31 12:00:00,991.2,23.43,297.34,14.38,56.83,28.88,16.41,12.47,10.36,16.56,1156.93,2.37,5.6,235.3
2013-08-01 12:00:00,991.69,26.26,300.14,15.43,51.37,34.19,17.56,16.63,11.09,17.71,1146.06,1.81,4.4,214.2
2013-08-02 12:00:00,988.0,32.76,306.98,14.71,33.73,49.69,16.76,32.93,10.62,16.96,1117.85,2.42,6.52,180.7
2013-08-03 12:00:00,990.69,29.42,303.39,16.14,44.7,41.1,18.37,22.73,11.62,18.54,1132.59,1.01,3.04,292.4
2013-08-04 12:00:00,993.67,26.08,299.78,18.46,62.91,33.83,21.28,12.55,13.43,21.42,1147.42,1.67,2.88,76.8
2013-08-05 12:00:00,992.05,26.08,299.92,17.7,59.96,33.83,20.28,13.54,12.82,20.44,1145.97,1.91,4.24,135.1
2013-08-06 12:00:00,987.96,30.7,304.91,17.9,46.46,44.23,20.55,23.68,13.04,20.8,1123.74,1.49,3.4,309.6
2013-08-07 12:00:00,986.36,21.77,296.09,17.37,76.1,26.11,19.87,6.24,12.63,20.15,1156.18,2.99,4.76,128.8
2013-08-08 12:00:00,988.75,23.57,297.69,16.13,63.03,29.12,18.36,10.77,11.63,18.57,1152.64,1.65,3.6,301.9
2013-08-09 12:00:00,994.45,17.81,291.43,14.36,80.2,20.43,16.38,4.04,10.31,16.47,1183.18,1.12,1.84,53.97
2013-08-10 12:00:00,991.69,23.12,296.99,12.23,50.29,28.34,14.25,14.09,8.99,14.37,1159.67,3.93,6.36,209.2
2013-08-11 12:00:00,992.7,17.49,291.26,6.87,49.63,20.02,9.93,10.08,6.25,10.01,1185.31,2.43,5.36,245.6
2013-08-12 12:00:00,988.89,22.55,296.66,10.08,45.13,27.38,12.36,15.02,7.81,12.5,1159.46,1.95,3.74,255.3
2013-08-13 12:00:00,991.23,15.41,289.3,9.29,66.84,17.53,11.72,5.81,7.39,11.82,1191.26,2.23,4.68,273.4
2013-08-14 12:00:00,995.93,17.94,291.44,7.57,50.65,20.59,10.43,10.16,6.54,10.47,1187.11,2.48,5.36,267.3
2013-08-15 12:00:00,996.3,21.3,294.77,8.83,44.77,25.37,11.36,14.01,7.12,11.4,1173.59,3.87,6.28,169.1
2013-08-16 12:00:00,993.16,24.23,297.97,7.63,34.55,30.3,10.47,19.83,6.58,10.54,1158.74,4.01,5.9,175.2
2013-08-17 12:00:00,988.6,26.33,300.47,12.3,41.74,34.33,14.33,20.0,9.06,14.49,1143.62,3.01,4.36,31.89
2013-08-18 12:00:00,987.93,23.81,298.0,13.65,52.95,29.55,15.65,13.9,9.91,15.84,1151.95,4.28,6.32,211.9
2013-08-19 12:00:00,987.52,20.1,294.32,14.73,71.2,23.57,16.78,6.79,10.64,16.99,1165.53,3.5,5.92,208.0
2013-08-20 12:00:00,1000.54,17.5,290.62,11.27,66.82,20.03,13.38,6.65,8.36,13.38,1193.09,2.59,4.4,18.74
2013-08-21 12:00:00,999.63,21.0,294.19,8.91,45.86,24.91,11.42,13.49,7.14,11.43,1178.7,1.69,3.08,144.7
2013-08-22 12:00:00,994.13,21.99,295.65,11.04,49.78,26.47,13.17,13.29,8.28,13.25,1167.47,1.56,2.58,74.3
2013-08-23 12:00:00,992.85,18.49,292.25,13.31,71.8,21.32,15.31,6.01,9.65,15.42,1178.99,2.82,4.08,19.62
2013-08-24 12:00:00,987.82,23.17,297.37,12.27,50.3,28.43,14.3,14.13,9.05,14.48,1154.91,2.9,5.5,87.5
2013-08-25 12:00:00,985.07,19.46,293.88,11.6,60.41,22.65,13.68,8.97,8.68,13.89,1166.56,1.97,2.72,15.22
2013-08-26 12:00:00,989.48,17.58,291.62,10.19,61.84,20.13,12.45,7.68,7.86,12.58,1179.94,4.67,7.45,66.26
2013-08-27 12:00:00,988.57,19.8,293.92,9.79,52.41,23.13,12.12,11.01,7.66,12.26,1170.06,3.01,5.04,78.1
2013-08-28 12:00:00,991.32,19.47,293.36,10.59,56.42,22.66,12.79,9.88,8.06,12.9,1174.36,2.5,3.48,61.67
2013-08-29 12:00:00,995.38,21.96,295.51,10.4,47.8,26.42,12.63,13.79,7.93,12.69,1169.32,1.81,3.16,77.4
2013-08-30 12:00:00,993.17,23.5,297.24,10.51,43.86,29.0,12.72,16.28,8.0,12.81,1160.61,1.25,2.16,148.4
2013-08-31 12:00:00,992.1,22.45,296.28,11.45,49.77,27.22,13.55,13.67,8.54,13.65,1163.1,3.04,5.48,257.5
2013-09-01 12:00:00,997.94,16.25,289.58,6.5,52.37,18.5,9.69,8.81,6.06,9.71,1196.8,2.45,5.24,258.7
2013-09-02 12:00:00,994.88,14.48,288.06,10.54,77.2,16.51,12.75,3.77,8.01,12.81,1199.07,3.37,6.11,239.6
2013-09-03 12:00:00,999.17,19.96,293.19,14.1,68.95,23.36,16.11,7.25,10.09,16.12,1180.24,0.98,2.64,13.22
2013-09-04 12:00:00,998.21,23.71,297.02,14.46,56.14,29.37,16.49,12.88,10.34,16.52,1164.03,1.44,2.68,146.0
2013-09-05 12:00:00,991.67,25.4,299.28,14.91,52.27,32.49,16.98,15.51,10.72,17.13,1149.59,2.26,4.76,157.1
2013-09-06 12:00:00,986.53,25.45,299.77,11.78,42.47,32.59,13.84,18.75,8.77,14.03,1144.79,4.04,6.87,161.1
2013-09-07 12:00:00,990.09,27.78,301.8,14.88,45.33,37.37,16.94,20.43,10.71,17.11,1138.69,2.24,3.92,73.3
2013-09-08 12:00:00,990.63,20.28,294.23,14.7,70.3,23.83,16.75,7.08,10.59,16.91,1168.52,1.04,1.84,191.7
2013-09-09 12:00:00,990.75,13.42,287.34,10.87,84.5,15.42,13.03,2.39,8.22,13.15,1198.35,1.56,2.92,245.3
2013-09-10 12:00:00,985.62,15.62,289.98,8.3,61.68,17.77,10.96,6.81,6.95,11.12,1183.97,3.2,5.85,246.9
2013-09-11 12:00:00,984.99,13.04,287.44,8.8,75.4,15.04,11.34,3.7,7.19,11.51,1193.71,5.13,7.81,212.4
2013-09-12 12:00:00,987.26,13.66,287.87,8.96,73.2,15.66,11.46,4.2,7.25,11.61,1193.83,3.97,5.36,27.43
2013-09-13 12:00:00,992.8,15.81,289.57,11.27,74.4,17.99,13.38,4.61,8.43,13.48,1190.74,1.47,2.72,227.4
2013-09-14 12:00:00,987.85,16.98,291.16,12.62,75.5,19.38,14.63,4.75,9.27,14.81,1179.43,4.07,5.56,212.0
2013-09-15 12:00:00,984.66,14.92,289.36,10.13,73.0,16.99,12.4,4.59,7.87,12.6,1185.03,1.28,2.32,277.1
2013-09-16 12:00:00,976.12,14.38,289.53,10.03,75.1,16.41,12.32,4.09,7.89,12.62,1176.95,6.03,9.49,212.9
2013-09-17 12:00:00,978.52,12.92,287.86,4.83,57.8,14.92,8.62,6.3,5.5,8.81,1187.58,4.4,7.13,219.8
2013-09-18 12:00:00,970.7,12.58,288.18,9.78,83.0,14.59,12.11,2.48,7.8,12.48,1177.85,1.4,2.76,269.1
2013-09-19 12:00:00,985.55,12.4,286.75,6.58,67.58,14.42,9.74,4.67,6.17,9.89,1197.8,3.93,6.65,256.5
2013-09-20 12:00:00,987.33,14.13,288.34,9.65,74.4,16.14,12.01,4.13,7.6,12.17,1191.71,3.42,5.61,258.5
2013-09-21 12:00:00,999.23,14.67,287.89,9.93,73.2,16.72,12.24,4.48,7.65,12.25,1203.76,1.06,2.5,253.3
2013-09-22 12:00:00,1000.25,16.37,289.51,10.4,67.73,18.65,12.63,6.02,7.89,12.63,1197.75,1.52,2.5,273.4
2013-09-23 12:00:00,997.11,16.79,290.19,12.1,73.8,19.15,14.13,5.02,8.86,14.17,1191.56,1.67,3.68,291.5
2013-09-24 12:00:00,990.57,16.7,290.65,10.39,66.27,19.04,12.62,6.42,7.96,12.74,1184.76,2.53,4.8,244.2
2013-09-25 12:00:00,986.1,17.42,291.75,10.06,61.95,19.93,12.35,7.58,7.82,12.52,1176.59,1.88,2.72,167.2
2013-09-26 12:00:00,986.74,13.23,287.49,9.99,80.7,15.23,12.29,2.94,7.78,12.45,1194.61,1.41,3.48,333.1
2013-09-27 12:00:00,992.19,11.16,284.96,5.89,69.9,13.28,9.29,4.0,5.84,9.36,1211.37,2.4,4.08,38.02
2013-09-28 12:00:00,989.58,13.34,287.36,4.58,55.28,15.34,8.48,6.86,5.35,8.57,1199.35,1.98,2.96,44.77
2013-09-29 12:00:00,988.04,13.4,287.55,3.57,51.28,15.4,7.89,7.5,4.99,7.99,1197.5,5.51,10.09,90.0
2013-09-30 12:00:00,986.0,11.87,286.18,4.43,60.22,13.92,8.38,5.54,5.31,8.5,1201.2,4.75,7.49,67.04
2013-10-01 12:00:00,988.94,9.56,283.62,3.73,66.89,11.94,7.98,3.95,5.04,8.07,1214.83,4.43,6.25,35.03
2013-10-02 12:00:00,996.96,11.6,285.01,-0.14,44.2,13.68,6.05,7.63,3.78,6.06,1216.83,4.6,7.69,131.1
2013-10-03 12:00:00,998.03,11.94,285.26,-0.64,41.67,13.99,5.83,8.16,3.64,5.84,1216.79,3.1,5.47,109.9
2013-10-04 12:00:00,994.67,13.51,287.11,-0.05,39.25,15.51,6.09,9.42,3.81,6.12,1205.92,4.0,5.53,161.4
2013-10-05 12:00:00,990.35,14.03,287.99,4.27,51.7,16.04,8.29,7.75,5.22,8.37,1197.49,0.81,1.58,131.4
2013-10-06 12:00:00,997.96,12.28,285.61,11.94,97.8,14.31,13.99,0.31,8.77,14.02,1211.49,1.74,2.16,43.27
2013-10-07 12:00:00,1000.79,15.11,288.2,11.92,81.2,17.2,13.97,3.23,8.73,13.96,1203.03,0.97,1.76,92.9
2013-10-08 12:00:00,997.84,15.16,288.5,8.37,63.83,17.26,11.01,6.24,6.89,11.04,1200.61,1.94,3.48,76.5
2013-10-09 12:00:00,991.78,16.17,290.01,8.3,59.53,18.41,10.96,7.45,6.9,11.05,1189.14,2.69,4.4,237.5
2013-10-10 12:00:00,980.61,7.48,282.22,6.66,94.5,10.36,9.79,0.57,6.24,9.99,1212.64,2.69,4.85,242.0
2013-10-11 12:00:00,987.16,7.2,281.4,6.92,98.1,10.17,9.97,0.19,6.31,10.1,1221.91,3.22,4.32,44.24
2013-10-12 12:00:00,991.2,5.53,279.4,5.53,100.0,9.06,9.06,0.0,5.7,9.14,1234.71,0.76,1.52,163.5
2013-10-13 12:00:00,993.55,10.04,283.73,4.06,66.31,12.33,8.17,4.15,5.13,8.23,1218.35,5.41,7.25,205.0
2013-10-14 12:00:00,991.84,11.16,284.99,8.19,81.9,13.28,10.88,2.4,6.85,10.97,1210.2,3.03,4.04,185.9
